event_id,source,domain,event_type,title,description,timestamp,infrastructure_type,severity,impact_type,physical_consequence,vulnerability,tags
CVE-2026-34197,CISA_KEV,cyber,known_exploited_vulnerability,Apache ActiveMQ Improper Input Validation Vulnerability,Apache ActiveMQ contains an improper input validation vulnerability that allows for code injection.,2026-04-16,,4,cyber,no,CVE-2026-34197,"Apache,ActiveMQ,kev"
CVE-2009-0238,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Office Remote Code Execution,Microsoft Office Excel contains a remote code execution vulnerability that could allow an attacker to take complete control of an affected system if a user opens a specially crafted Excel file that includes a malformed object.,2026-04-14,,4,cyber,no,CVE-2009-0238,"Microsoft,Office,kev"
CVE-2026-32201,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft SharePoint Server Improper Input Validation Vulnerability,Microsoft SharePoint Server contains an improper input validation vulnerability that allows an unauthorized attacker to perform spoofing over a network.,2026-04-14,,4,cyber,no,CVE-2026-32201,"Microsoft,SharePoint Server,kev"
CVE-2012-1854,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Visual Basic for Applications Insecure Library Loading Vulnerability,Microsoft Visual Basic for Applications (VBA) contains an insecure library loading vulnerability that could allow for remote code execution.,2026-04-13,,4,cyber,no,CVE-2012-1854,"Microsoft,Visual Basic for Applications (VBA),kev"
CVE-2025-60710,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Link Following Vulnerability,Microsoft Windows contains a link following vulnerability that allows for privilege escalation,2026-04-13,,4,cyber,no,CVE-2025-60710,"Microsoft,Windows,kev"
CVE-2023-21529,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Exchange Server Deserialization of Untrusted Data Vulnerability,Microsoft Exchange Server contains a deserialization of untrusted data that allows an authenticated attacker to achieve remote code execution.,2026-04-13,,4,cyber,no,CVE-2023-21529,"Microsoft,Exchange Server,kev"
CVE-2023-36424,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Out-of-Bounds Read Vulnerability,Microsoft Windows Common Log File System Driver contains an out-of-bounds read vulnerability that could allow a threat actor for privileges escalation,2026-04-13,,4,cyber,no,CVE-2023-36424,"Microsoft,Windows,kev"
CVE-2020-9715,CISA_KEV,cyber,known_exploited_vulnerability,Adobe Acrobat Use-After-Free Vulnerability,Adobe Acrobat contains a use-after-free vulnerability that allows for code execution,2026-04-13,,4,cyber,no,CVE-2020-9715,"Adobe,Acrobat,kev"
CVE-2026-21643,CISA_KEV,cyber,known_exploited_vulnerability,Fortinet FortiClient EMS SQL Injection Vulnerability,Fortinet FortiClient EMS contains a SQL injection vulnerability that may allow an unauthenticated attacker to execute unauthorized code or commands via specifically crafted HTTP requests.,2026-04-13,,4,cyber,no,CVE-2026-21643,"Fortinet,FortiClient EMS,kev"
CVE-2026-34621,CISA_KEV,cyber,known_exploited_vulnerability,Adobe Acrobat and Reader Prototype Pollution Vulnerability,Adobe Acrobat and Reader contain a prototype pollution vulnerability that allows for arbitrary code execution.,2026-04-13,,4,cyber,no,CVE-2026-34621,"Adobe,Acrobat and Reader,kev"
CVE-2026-1340,CISA_KEV,cyber,known_exploited_vulnerability,Ivanti Endpoint Manager Mobile (EPMM) Code Injection Vulnerability,Ivanti Endpoint Manager Mobile (EPMM) contains a code injection vulnerability that could allow attackers to achieve unauthenticated remote code execution.,2026-04-08,,4,cyber,no,CVE-2026-1340,"Ivanti,Endpoint Manager Mobile (EPMM),kev"
CVE-2026-35616,CISA_KEV,cyber,known_exploited_vulnerability,Fortinet FortiClient EMS Improper Access Control Vulnerability,Fortinet FortiClient EMS contains an improper access control vulnerability that may allow an unauthenticated attacker to execute unauthorized code or commands via crafted requests.,2026-04-06,,4,cyber,no,CVE-2026-35616,"Fortinet,FortiClient EMS,kev"
CVE-2026-3502,CISA_KEV,cyber,known_exploited_vulnerability,TrueConf Client Download of Code Without Integrity Check Vulnerability,"TrueConf Client contains a download of code without integrity check vulnerability. An attacker who is able to influence the update delivery path can substitute a tampered update payload. If the payload is executed or installed by the updater, this may result in arbitrary code execution in the context of the updating process or user.",2026-04-02,,4,cyber,no,CVE-2026-3502,"TrueConf,Client,kev"
CVE-2026-5281,CISA_KEV,cyber,known_exploited_vulnerability,Google Dawn Use-After-Free Vulnerability,"Google Dawn contains an use-after-free vulnerability that could allow a remote attacker who had compromised the renderer process to execute arbitrary code via a crafted HTML page. This vulnerability could affect multiple Chromium-based products including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2026-04-01,,4,cyber,no,CVE-2026-5281,"Google,Dawn,kev"
CVE-2026-3055,CISA_KEV,cyber,known_exploited_vulnerability,Citrix NetScaler Out-of-Bounds Read Vulnerability,"Citrix NetScaler ADC (formerly Citrix ADC), NetScaler Gateway (formerly Citrix Gateway) and NetScaler ADC FIPS and NDcPP contain an out-of-bounds reads vulnerability when configured as a SAML IDP leading to memory overread.",2026-03-30,,4,cyber,no,CVE-2026-3055,"Citrix,NetScaler,kev"
CVE-2025-53521,CISA_KEV,cyber,known_exploited_vulnerability,F5 BIG-IP Stack-Based Buffer Overflow Vulnerability,F5 BIG-IP APM contains a stack-based buffer overflow vulnerability that could allow a threat actor to achieve remote code execution.,2026-03-27,,4,cyber,no,CVE-2025-53521,"F5,BIG-IP,kev"
CVE-2026-33634,CISA_KEV,cyber,known_exploited_vulnerability,Aquasecurity Trivy Embedded Malicious Code Vulnerability,"Aquasecurity Trivy contains an embedded malicious code vulnerability that could allow an attacker to gain access to everything in the CI/CD environment, including all tokens, SSH keys, cloud credentials, database passwords, and any sensitive configuration in memory.",2026-03-26,,4,cyber,no,CVE-2026-33634,"Aquasecurity,Trivy,kev"
CVE-2026-33017,CISA_KEV,cyber,known_exploited_vulnerability,Langflow Code Injection Vulnerability,Langflow contains a code injection vulnerability that could allow building public flows without requiring authentication.,2026-03-25,,4,cyber,no,CVE-2026-33017,"Langflow,Langflow,kev"
CVE-2025-32432,CISA_KEV,cyber,known_exploited_vulnerability,Craft CMS Code Injection Vulnerability,Craft CMS contains a code injection vulnerability that allows a remote attacker to execute arbitrary code.,2026-03-20,,4,cyber,no,CVE-2025-32432,"Craft CMS,Craft CMS,kev"
CVE-2025-54068,CISA_KEV,cyber,known_exploited_vulnerability,Laravel Livewire Code Injection Vulnerability,Laravel Livewire contain a code injection vulnerability that could allow unauthenticated attackers to achieve remote command execution in specific scenarios.,2026-03-20,,4,cyber,no,CVE-2025-54068,"Laravel,Livewire,kev"
CVE-2025-43510,CISA_KEV,cyber,known_exploited_vulnerability,Apple Multiple Products Improper Locking Vulnerability,"Apple watchOS, iOS, iPadOS, macOS, visionOS, and tvOS contain an improper locking vulnerability that could allow a malicious application to cause unexpected changes in memory shared between processes.",2026-03-20,,4,cyber,no,CVE-2025-43510,"Apple,Multiple Products,kev"
CVE-2025-43520,CISA_KEV,cyber,known_exploited_vulnerability,Apple Multiple Products Classic Buffer Overflow Vulnerability,"Apple watchOS, iOS, iPadOS, macOS, visionOS, and tvOS contain a classic buffer overflow vulnerability which could allow a malicious application to cause unexpected system termination or write kernel memory.",2026-03-20,,4,cyber,no,CVE-2025-43520,"Apple,Multiple Products,kev"
CVE-2025-31277,CISA_KEV,cyber,known_exploited_vulnerability,Apple Multiple Products Buffer Overflow Vulnerability,"Apple Safari, iOS, watchOS, visionOS, iPadOS, macOS, and tvOS contain a buffer overflow vulnerability that could allow the processing of maliciously crafted web content which may lead to memory corruption.",2026-03-20,,4,cyber,no,CVE-2025-31277,"Apple,Multiple Products,kev"
CVE-2026-20131,CISA_KEV,cyber,known_exploited_vulnerability,Cisco Secure Firewall Management Center (FMC) Software and Cisco Security Cloud Control (SCC) Firewall Management Deserialization of Untrusted Data Vulnerability,"Cisco Secure Firewall Management Center (FMC) Software and Cisco Security Cloud Control (SCC) Firewall Management contain a deserialization of untrusted data vulnerability in the web-based management interface that could allow an unauthenticated, remote attacker to execute arbitrary Java code as root on an affected device.",2026-03-19,,5,cyber,no,CVE-2026-20131,"Cisco,Secure Firewall Management Center (FMC),kev"
CVE-2025-66376,CISA_KEV,cyber,known_exploited_vulnerability,Synacor Zimbra Collaboration Suite (ZCS) Cross-Site Scripting Vulnerability,Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability in the Classic UI where attackers could abuse Cascading Style Sheets (CSS) @import directives in email HTML.,2026-03-18,,4,cyber,no,CVE-2025-66376,"Synacor,Zimbra Collaboration Suite (ZCS),kev"
CVE-2026-20963,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft SharePoint Deserialization of Untrusted Data Vulnerability,Microsoft SharePoint contains a deserialization of untrusted data vulnerability that allows an unauthorized attacker to execute code over a network.,2026-03-18,,4,cyber,no,CVE-2026-20963,"Microsoft,SharePoint,kev"
CVE-2025-47813,CISA_KEV,cyber,known_exploited_vulnerability,Wing FTP Server Information Disclosure Vulnerability,Wing FTP Server contains a generation of error message containing sensitive information vulnerability when using a long value in the UID cookie.,2026-03-16,,4,cyber,no,CVE-2025-47813,"Wing FTP Server,Wing FTP Server,kev"
CVE-2026-3910,CISA_KEV,cyber,known_exploited_vulnerability,Google Chromium V8 Improper Restriction of Operations Within the Bounds of a Memory Buffer Vulnerability,"Google Chromium V8 contains an improper restriction of operations within the bounds of a memory buffer vulnerability that could allow a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2026-03-13,,4,cyber,no,CVE-2026-3910,"Google,Chromium V8,kev"
CVE-2026-3909,CISA_KEV,cyber,known_exploited_vulnerability,Google Skia Out-of-Bounds Write Vulnerability,"Google Skia contains an out-of-bounds write vulnerability that could allow a remote attacker to perform out of bounds memory access via a crafted HTML page. This vulnerability affects Google Chrome and ChromeOS, Android, Flutter, and possibly other products.",2026-03-13,,4,cyber,no,CVE-2026-3909,"Google,Skia,kev"
CVE-2025-68613,CISA_KEV,cyber,known_exploited_vulnerability,n8n Improper Control of Dynamically-Managed Code Resources Vulnerability,n8n contains an improper control of dynamically managed code resources vulnerability in its workflow expression evaluation system that allows for remote code execution.,2026-03-11,,4,cyber,no,CVE-2025-68613,"n8n,n8n,kev"
CVE-2021-22054,CISA_KEV,cyber,known_exploited_vulnerability,Omnissa Workspace ONE Server-Side Request Forgery,Omnissa Workspace One UEM formerly known as VMware Workspace One UEM contains a server-side request forgery (SSRF) vulnerability that could allow a malicious actor with network access to UEM to send their requests without authentication and to gain access to sensitive information.,2026-03-09,,4,cyber,no,CVE-2021-22054,"Omnissa,Workspace One UEM,kev"
CVE-2025-26399,CISA_KEV,cyber,known_exploited_vulnerability,SolarWinds Web Help Desk Deserialization of Untrusted Data Vulnerability,SolarWinds Web Help Desk contain a deserialization of untrusted data vulnerability in AjaxProxy that could allow an attacker to run commands on the host machine.,2026-03-09,,4,cyber,no,CVE-2025-26399,"SolarWinds,Web Help Desk,kev"
CVE-2026-1603,CISA_KEV,cyber,known_exploited_vulnerability,Ivanti Endpoint Manager (EPM) Authentication Bypass Vulnerability,Ivanti Endpoint Manager (EPM) contains an authentication bypass using an alternate path or channel vulnerability that could allow a remote unauthenticated attacker to leak specific stored credential data.,2026-03-09,,4,cyber,no,CVE-2026-1603,"Ivanti, Endpoint Manager (EPM),kev"
CVE-2017-7921,CISA_KEV,cyber,known_exploited_vulnerability,Hikvision Multiple Products Improper Authentication Vulnerability,Multiple Hikvision products contain an improper authentication vulnerability that could allow a malicious user to escalate privileges on the system and gain access to sensitive information.,2026-03-05,,4,cyber,no,CVE-2017-7921,"Hikvision,Multiple Products,kev"
CVE-2021-22681,CISA_KEV,cyber,known_exploited_vulnerability,Rockwell Multiple Products Insufficient Protected Credentials Vulnerability,"Multiple Rockwell products contain an insufficient protected credentials vulnerability. Studio 5000 Logix Designer software may allow a key to be discovered. This key is used to verify Logix controllers are communicating with Rockwell Automation design software. If successfully exploited, this vulnerability could allow an unauthorized application to connect with Logix controllers. To leverage this vulnerability, an unauthorized user would require network access to the controller.",2026-03-05,,4,cyber,no,CVE-2021-22681,"Rockwell,Multiple Products,kev"
CVE-2023-43000,CISA_KEV,cyber,known_exploited_vulnerability,Apple Multiple products Use-After-Free Vulnerability,"Apple macOS, iOS, iPadOS, and Safari 16.6 contain a use-after-free vulnerability due to the processing of maliciously crafted web content that may lead to memory corruption.",2026-03-05,,4,cyber,no,CVE-2023-43000,"Apple,Multiple Products,kev"
CVE-2021-30952,CISA_KEV,cyber,known_exploited_vulnerability,Apple Multiple Products Integer Overflow or Wraparound Vulnerability,"Apple tvOS, macOS, Safari, iPadOS and watchOS contain an integer overflow or wraparound vulnerability due to the processing of maliciously crafted web content that may lead to arbitrary code execution.",2026-03-05,,4,cyber,no,CVE-2021-30952,"Apple,Multiple Products,kev"
CVE-2023-41974,CISA_KEV,cyber,known_exploited_vulnerability,Apple iOS and iPadOS Use-After-Free Vulnerability,Apple iOS and iPadOS contain a use-after-free vulnerability. An app may be able to execute arbitrary code with kernel privileges.,2026-03-05,,4,cyber,no,CVE-2023-41974,"Apple,iOS and iPadOS,kev"
CVE-2026-22719,CISA_KEV,cyber,known_exploited_vulnerability,Broadcom VMware Aria Operations Command Injection Vulnerability,"Broadcom VMware Aria Operations formerly known as vRealize Operations (vROps) contains a command injection vulnerability that allows an unauthenticated attacker to execute arbitrary commands, potentially leading to remote code execution during support‑assisted product migration.",2026-03-03,,4,cyber,no,CVE-2026-22719,"Broadcom,VMware Aria Operations,kev"
CVE-2026-21385,CISA_KEV,cyber,known_exploited_vulnerability,Qualcomm Multiple Chipsets Memory Corruption Vulnerability,Multiple Qualcomm chipsets contain a memory corruption vulnerability while using alignments for memory allocation. ,2026-03-03,,4,cyber,no,CVE-2026-21385,"Qualcomm,Multiple Chipsets,kev"
CVE-2022-20775,CISA_KEV,cyber,known_exploited_vulnerability,Cisco SD-WAN Path Traversal Vulnerability,Cisco SD-WAN CLI contains a path traversal vulnerability that could allow an authenticated local attacker to gain elevated privileges via improper access controls on commands within the application CLI. A successful exploit could allow the attacker to execute arbitrary commands as the root user.,2026-02-25,,4,cyber,no,CVE-2022-20775,"Cisco,SD-WAN,kev"
CVE-2026-20127,CISA_KEV,cyber,known_exploited_vulnerability,Cisco Catalyst SD-WAN Controller and Manager Authentication Bypass Vulnerability,"Cisco Catalyst SD-WAN Controller, formerly SD-WAN vSmart, and Cisco Catalyst SD-WAN Manager, formerly SD-WAN vManage, contain an authentication bypass vulnerability could allow an unauthenticated, remote attacker to bypass authentication and obtain administrative privileges on an affected system. This vulnerability exists because the peering authentication mechanism in an affected system is not working properly. An attacker could exploit this vulnerability by sending crafted requests to an affected system. A successful exploit could allow the attacker to log in to an affected Cisco Catalyst SD-WAN Controller as an internal, high-privileged, non-root user account. Using this account, the attacker could access NETCONF, which would then allow the attacker to manipulate network configuration for the SD-WAN fabric.",2026-02-25,,4,cyber,no,CVE-2026-20127,"Cisco,Catalyst SD-WAN Controller and Manager,kev"
CVE-2026-25108,CISA_KEV,cyber,known_exploited_vulnerability,Soliton Systems K.K FileZen OS Command Injection Vulnerability,Soliton Systems K.K FileZen contains an OS command injection vulnerability when an user logs-in to the affected product and sends a specially crafted HTTP request.,2026-02-24,,4,cyber,no,CVE-2026-25108,"Soliton Systems K.K,FileZen,kev"
CVE-2025-49113,CISA_KEV,cyber,known_exploited_vulnerability,RoundCube Webmail Deserialization of Untrusted Data Vulnerability,RoundCube Webmail contains a deserialization of untrusted data vulnerability that allows remote code execution by authenticated users because the _from parameter in a URL is not validated in program/actions/settings/upload.php.,2026-02-20,,4,cyber,no,CVE-2025-49113,"Roundcube,Webmail,kev"
CVE-2025-68461,CISA_KEV,cyber,known_exploited_vulnerability,RoundCube Webmail Cross-site Scripting Vulnerability,RoundCube Webmail contains a cross-site scripting vulnerability via the animate tag in an SVG document.,2026-02-20,,4,cyber,no,CVE-2025-68461,"Roundcube,Webmail,kev"
CVE-2021-22175,CISA_KEV,cyber,known_exploited_vulnerability,GitLab Server-Side Request Forgery (SSRF) Vulnerability,GitLab contains a server-side request forgery (SSRF) vulnerability when requests to the internal network for webhooks are enabled.,2026-02-18,,4,cyber,no,CVE-2021-22175,"GitLab,GitLab,kev"
CVE-2026-22769,CISA_KEV,cyber,known_exploited_vulnerability,Dell RecoverPoint for Virtual Machines (RP4VMs) Use of Hard-coded Credentials Vulnerability,Dell RecoverPoint for Virtual Machines (RP4VMs) contains an use of hard-coded credentials vulnerability that could allow an unauthenticated remote attacker to gain unauthorized access to the underlying operating system and root-level persistence.,2026-02-18,,4,cyber,no,CVE-2026-22769,"Dell,RecoverPoint for Virtual Machines (RP4VMs),kev"
CVE-2020-7796,CISA_KEV,cyber,known_exploited_vulnerability,Synacor Zimbra Collaboration Suite (ZCS) Server-Side Request Forgery Vulnerability,Synacor Zimbra Collaboration Suite (ZCS) contains a server-side request forgery vulnerability if WebEx zimlet installed and zimlet JSP is enabled.,2026-02-17,,4,cyber,no,CVE-2020-7796,"Synacor,Zimbra Collaboration Suite,kev"
CVE-2024-7694,CISA_KEV,cyber,known_exploited_vulnerability,TeamT5 ThreatSonar Anti-Ransomware Unrestricted Upload of File with Dangerous Type Vulnerability,"TeamT5 ThreatSonar Anti-Ransomware contains an unrestricted upload of file with dangerous type vulnerability. ThreatSonar Anti-Ransomware does not properly validate the content of uploaded files. Remote attackers with administrator privileges on the product platform can upload malicious files, which can be used to execute arbitrary system commands on the server.",2026-02-17,,4,cyber,no,CVE-2024-7694,"TeamT5,ThreatSonar Anti-Ransomware,kev"
CVE-2008-0015,CISA_KEV,cyber,known_exploited_vulnerability, Microsoft Windows Video ActiveX Control Remote Code Execution Vulnerability,"Microsoft Windows Video ActiveX Control contains a remote code execution vulnerability. An attacker could exploit the vulnerability by constructing a specially crafted Web page. When a user views the Web page, the vulnerability could allow remote code execution. An attacker who successfully exploited this vulnerability could gain the same user rights as the logged-on user.",2026-02-17,,4,cyber,no,CVE-2008-0015,"Microsoft,Windows,kev"
CVE-2026-2441,CISA_KEV,cyber,known_exploited_vulnerability,Google Chromium CSS Use-After-Free Vulnerability,"Google Chromium CSS contains a use-after-free vulnerability that could allow a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2026-02-17,,4,cyber,no,CVE-2026-2441,"Google,Chromium,kev"
CVE-2026-1731,CISA_KEV,cyber,known_exploited_vulnerability,BeyondTrust Remote Support (RS) and Privileged Remote Access (PRA) OS Command Injection Vulnerability,"BeyondTrust Remote Support (RS) and Privileged Remote Access (PRA)contain an OS command injection vulnerability. Successful exploitation could allow an unauthenticated remote attacker to execute operating system commands in the context of the site user. Successful exploitation requires no authentication or user interaction and may lead to system compromise, including unauthorized access, data exfiltration, and service disruption.",2026-02-13,,5,cyber,no,CVE-2026-1731,"BeyondTrust,Remote Support (RS) and Privileged Remote Access (PRA),kev"
CVE-2026-20700,CISA_KEV,cyber,known_exploited_vulnerability,Apple Multiple Buffer Overflow Vulnerability,"Apple iOS, macOS, tvOS, watchOS, and visionOS contain an improper restriction of operations within the bounds of a memory buffer vulnerability that could allow an attacker with memory write the capability to execute arbitrary code.",2026-02-12,,4,cyber,no,CVE-2026-20700,"Apple,Multiple Products,kev"
CVE-2024-43468,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Configuration Manager SQL Injection Vulnerability,Microsoft Configuration Manager contains an SQL injection vulnerability. An unauthenticated attacker could exploit this vulnerability by sending specially crafted requests to the target environment which are processed in an unsafe manner enabling the attacker to execute commands on the server and/or underlying database.,2026-02-12,,4,cyber,no,CVE-2024-43468,"Microsoft,Configuration Manager,kev"
CVE-2025-15556,CISA_KEV,cyber,known_exploited_vulnerability,Notepad++ Download of Code Without Integrity Check Vulnerability,"Notepad++ when using the WinGUp updater, contains a download of code without integrity check vulnerability that could allow an attacker to intercept or redirect update traffic to download and execute an attacker-controlled installer. This could lead to arbitrary code execution with the privileges of the user.",2026-02-12,,4,cyber,no,CVE-2025-15556,"Notepad++,Notepad++,kev"
CVE-2025-40536,CISA_KEV,cyber,known_exploited_vulnerability,SolarWinds Web Help Desk Security Control Bypass Vulnerability,SolarWinds Web Help Desk contains a security control bypass vulnerability that could allow an unauthenticated attacker to gain access to certain restricted functionality.,2026-02-12,,4,cyber,no,CVE-2025-40536,"SolarWinds,Web Help Desk,kev"
CVE-2026-21513,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft MSHTML Framework Protection Mechanism Failure Vulnerability,Microsoft MSHTML Framework contains a protection mechanism failure vulnerability that could allow an unauthorized attacker to bypass a security feature over a network.,2026-02-10,,4,cyber,no,CVE-2026-21513,"Microsoft,Windows,kev"
CVE-2026-21525,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows NULL Pointer Dereference Vulnerability,Microsoft Windows Remote Access Connection Manager contains a NULL pointer dereference that could allow an unauthorized attacker to deny service locally.,2026-02-10,,4,cyber,no,CVE-2026-21525,"Microsoft,Windows,kev"
CVE-2026-21510,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Shell Protection Mechanism Failure Vulnerability,Microsoft Windows Shell contains a protection mechanism failure vulnerability that could allow an unauthorized attacker to bypass a security feature over a network. ,2026-02-10,,4,cyber,no,CVE-2026-21510,"Microsoft,Windows,kev"
CVE-2026-21533,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Improper Privilege Management Vulnerability,Microsoft Windows Remote Desktop Services contains an improper privilege management vulnerability that could allow an authorized attacker to elevate privileges locally.,2026-02-10,,4,cyber,no,CVE-2026-21533,"Microsoft,Windows,kev"
CVE-2026-21519,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Type Confusion Vulnerability,Microsoft Desktop Windows Manager contains a type confusion vulnerability that could allow an authorized attacker to elevate privileges locally.,2026-02-10,,4,cyber,no,CVE-2026-21519,"Microsoft,Windows,kev"
CVE-2026-21514,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Office Word Reliance on Untrusted Inputs in a Security Decision Vulnerability,Microsoft Office Word contains a reliance on untrusted inputs in a security decision vulnerability that could allow an authorized attacker to elevate privileges locally.,2026-02-10,,4,cyber,no,CVE-2026-21514,"Microsoft,Office,kev"
CVE-2025-11953,CISA_KEV,cyber,known_exploited_vulnerability,React Native Community CLI OS Command Injection Vulnerability,"React Native Community CLI contains an OS command injection vulnerability which could allow unauthenticated network attackers to send POST requests to the Metro Development Server and run arbitrary executables via a vulnerable endpoint exposed by the server. On Windows, attackers can also execute arbitrary shell commands with fully controlled arguments.",2026-02-05,,4,cyber,no,CVE-2025-11953,"React Native Community,CLI,kev"
CVE-2026-24423,CISA_KEV,cyber,known_exploited_vulnerability,SmarterTools SmarterMail Missing Authentication for Critical Function Vulnerability,SmarterTools SmarterMail contains a missing authentication for critical function vulnerability in the ConnectToHub API method. This could allow the attacker to point the SmarterMail instance to a malicious HTTP server which serves the malicious OS command and could lead to command execution. ,2026-02-05,,5,cyber,no,CVE-2026-24423,"SmarterTools,SmarterMail,kev"
CVE-2021-39935,CISA_KEV,cyber,known_exploited_vulnerability,GitLab Community and Enterprise Editions Server-Side Request Forgery (SSRF) Vulnerability,GitLab Community and Enterprise Editions contain a server-side request forgery vulnerability which could allow unauthorized external users to perform Server Side Requests via the CI Lint API. ,2026-02-03,,4,cyber,no,CVE-2021-39935,"GitLab,Community and Enterprise Editions,kev"
CVE-2025-64328,CISA_KEV,cyber,known_exploited_vulnerability,Sangoma FreePBX OS Command Injection Vulnerability,Sangoma FreePBX Endpoint Manager contains an OS command injection vulnerability that could allow for a post-authentication command injection by an authenticated known user via the testconnection -> check_ssh_connect() function. An attacker can leverage this vulnerability to potentially obtain remote access to the system as an asterisk user. ,2026-02-03,,4,cyber,no,CVE-2025-64328,"Sangoma,FreePBX ,kev"
CVE-2019-19006,CISA_KEV,cyber,known_exploited_vulnerability, Sangoma FreePBX Improper Authentication Vulnerability,Sangoma FreePBX contains an improper authentication vulnerability that potentially allows unauthorized users to bypass password authentication and access services provided by the FreePBX admin.,2026-02-03,,4,cyber,no,CVE-2019-19006,"Sangoma,FreePBX,kev"
CVE-2025-40551,CISA_KEV,cyber,known_exploited_vulnerability,SolarWinds Web Help Desk Deserialization of Untrusted Data Vulnerability,"SolarWinds Web Help Desk contains a deserialization of untrusted data vulnerability that could lead to remote code execution, which would allow an attacker to run commands on the host machine. This could be exploited without authentication.",2026-02-03,,4,cyber,no,CVE-2025-40551,"SolarWinds,Web Help Desk,kev"
CVE-2026-1281,CISA_KEV,cyber,known_exploited_vulnerability,Ivanti Endpoint Manager Mobile (EPMM) Code Injection Vulnerability,Ivanti Endpoint Manager Mobile (EPMM) contains a code injection vulnerability that could allow attackers to achieve unauthenticated remote code execution.,2026-01-29,,4,cyber,no,CVE-2026-1281,"Ivanti,Endpoint Manager Mobile (EPMM),kev"
CVE-2026-24858,CISA_KEV,cyber,known_exploited_vulnerability,Fortinet Multiple Products Authentication Bypass Using an Alternate Path or Channel Vulnerability,"Fortinet FortiAnalyzer, FortiManager, FortiOS, and FortiProxy contain an authentication bypass using an alternate path or channel that could allow an attacker with a FortiCloud account and a registered device to log into other devices registered to other accounts, if FortiCloud SSO authentication is enabled on those devices.",2026-01-27,,4,cyber,no,CVE-2026-24858,"Fortinet,Multiple Products,kev"
CVE-2018-14634,CISA_KEV,cyber,known_exploited_vulnerability,Linux Kernel Integer Overflow Vulnerability,Linux Kernel contains an integer overflow vulnerability in the create_elf_tables() function which could allow an unprivileged local user with access to SUID (or otherwise privileged) binary to escalate their privileges on the system.,2026-01-26,,4,cyber,no,CVE-2018-14634,"Linux,Kernel,kev"
CVE-2025-52691,CISA_KEV,cyber,known_exploited_vulnerability,SmarterTools SmarterMail Unrestricted Upload of File with Dangerous Type Vulnerability,"SmarterTools SmarterMail contains an unrestricted upload of file with dangerous type vulnerability that could allow an unauthenticated attacker to upload arbitrary files to any location on the mail server, potentially enabling remote code execution.",2026-01-26,,4,cyber,no,CVE-2025-52691,"SmarterTools,SmarterMail,kev"
CVE-2026-23760,CISA_KEV,cyber,known_exploited_vulnerability,SmarterTools SmarterMail Authentication Bypass Using an Alternate Path or Channel Vulnerability,"SmarterTools SmarterMail contains an authentication bypass using an alternate path or channel vulnerability in the password reset API. The force-reset-password endpoint permits anonymous requests and fails to verify the existing password or a reset token when resetting system administrator accounts. This could allow an unauthenticated attacker to supply a target administrator username and a new password to reset the account, resulting in full administrative compromise of the SmarterMail instance.",2026-01-26,,5,cyber,no,CVE-2026-23760,"SmarterTools,SmarterMail,kev"
CVE-2026-24061,CISA_KEV,cyber,known_exploited_vulnerability,GNU InetUtils Argument Injection Vulnerability,"GNU InetUtils contains an argument injection vulnerability in telnetd that could allow for remote authentication bypass via a ""-f root"" value for the USER environment variable.",2026-01-26,,4,cyber,no,CVE-2026-24061,"GNU,InetUtils,kev"
CVE-2026-21509,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Office Security Feature Bypass Vulnerability,Microsoft Office contains a security feature bypass vulnerability in which reliance on untrusted inputs in a security decision in Microsoft Office could allow an unauthorized attacker to bypass a security feature locally. Some of the impacted product(s) could be end-of-life (EoL) and/or end-of-service (EoS). Users are advised to discontinue use and/or transition to a supported version.,2026-01-26,,4,cyber,no,CVE-2026-21509,"Microsoft,Office,kev"
CVE-2024-37079,CISA_KEV,cyber,known_exploited_vulnerability,Broadcom VMware vCenter Server Out-of-bounds Write Vulnerability,"Broadcom VMware vCenter Server contains an out-of-bounds write vulnerability in the implementation of the DCERPC protocol. This could allow a malicious actor with network access to vCenter Server to send specially crafted network packets, potentially leading to remote code execution.",2026-01-23,,4,cyber,no,CVE-2024-37079,"Broadcom,VMware vCenter Server,kev"
