event_id,source,domain,event_type,title,description,timestamp,infrastructure_type,severity,impact_type,physical_consequence,vulnerability,tags
CVE-2025-24201,CISA_KEV,cyber,known_exploited_vulnerability,Apple Multiple Products WebKit Out-of-Bounds Write Vulnerability,"Apple iOS, iPadOS, macOS, and other Apple products contain an out-of-bounds write vulnerability in WebKit that may allow maliciously crafted web content to break out of Web Content sandbox. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",2025-03-13,,4,cyber,no,CVE-2025-24201,"Apple,Multiple Products,kev"
CVE-2025-24993,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows NTFS Heap-Based Buffer Overflow Vulnerability,Microsoft Windows New Technology File System (NTFS) contains a heap-based buffer overflow vulnerability that allows an unauthorized attacker to execute code locally.,2025-03-11,,4,cyber,no,CVE-2025-24993,"Microsoft,Windows,kev"
CVE-2025-24991,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows NTFS Out-Of-Bounds Read Vulnerability,Microsoft Windows New Technology File System (NTFS) contains an out-of-bounds read vulnerability that allows an authorized attacker to disclose information locally.,2025-03-11,,4,cyber,no,CVE-2025-24991,"Microsoft,Windows,kev"
CVE-2025-24985,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Fast FAT File System Driver Integer Overflow Vulnerability,Microsoft Windows Fast FAT File System Driver contains an integer overflow or wraparound vulnerability that allows an unauthorized attacker to execute code locally.,2025-03-11,,4,cyber,no,CVE-2025-24985,"Microsoft,Windows,kev"
CVE-2025-24984,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows NTFS Information Disclosure Vulnerability,Microsoft Windows New Technology File System (NTFS) contains an insertion of sensitive Information into log file vulnerability that allows an unauthorized attacker to disclose information with a physical attack. An attacker who successfully exploited this vulnerability could potentially read portions of heap memory.,2025-03-11,,4,cyber,no,CVE-2025-24984,"Microsoft,Windows,kev"
CVE-2025-24983,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Win32k Use-After-Free Vulnerability,Microsoft Windows Win32 Kernel Subsystem contains a use-after-free vulnerability that allows an authorized attacker to elevate privileges locally.,2025-03-11,,4,cyber,no,CVE-2025-24983,"Microsoft,Windows,kev"
CVE-2025-26633,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Management Console (MMC) Improper Neutralization Vulnerability,Microsoft Windows Management Console (MMC) contains an improper neutralization vulnerability that allows an unauthorized attacker to bypass a security feature locally.,2025-03-11,,5,cyber,no,CVE-2025-26633,"Microsoft,Windows,kev"
CVE-2024-13161,CISA_KEV,cyber,known_exploited_vulnerability,Ivanti Endpoint Manager (EPM) Absolute Path Traversal Vulnerability,Ivanti Endpoint Manager (EPM) contains an absolute path traversal vulnerability that allows a remote unauthenticated attacker to leak sensitive information.,2025-03-10,,4,cyber,no,CVE-2024-13161,"Ivanti,Endpoint Manager (EPM),kev"
CVE-2024-13160,CISA_KEV,cyber,known_exploited_vulnerability,Ivanti Endpoint Manager (EPM) Absolute Path Traversal Vulnerability,Ivanti Endpoint Manager (EPM) contains an absolute path traversal vulnerability that allows a remote unauthenticated attacker to leak sensitive information.,2025-03-10,,4,cyber,no,CVE-2024-13160,"Ivanti,Endpoint Manager (EPM),kev"
CVE-2024-13159,CISA_KEV,cyber,known_exploited_vulnerability,Ivanti Endpoint Manager (EPM) Absolute Path Traversal Vulnerability,Ivanti Endpoint Manager (EPM) contains an absolute path traversal vulnerability that allows a remote unauthenticated attacker to leak sensitive information.,2025-03-10,,4,cyber,no,CVE-2024-13159,"Ivanti,Endpoint Manager (EPM),kev"
CVE-2024-57968,CISA_KEV,cyber,known_exploited_vulnerability,Advantive VeraCore Unrestricted File Upload Vulnerability,Advantive VeraCore contains an unrestricted file upload vulnerability that allows a remote unauthenticated attacker to upload files to unintended folders via upload.apsx.,2025-03-10,,4,cyber,no,CVE-2024-57968,"Advantive,VeraCore,kev"
CVE-2025-25181,CISA_KEV,cyber,known_exploited_vulnerability, Advantive VeraCore SQL Injection Vulnerability,Advantive VeraCore contains a SQL injection vulnerability in timeoutWarning.asp that allows a remote attacker to execute arbitrary SQL commands via the PmSess1 parameter.,2025-03-10,,4,cyber,no,CVE-2025-25181,"Advantive,VeraCore,kev"
CVE-2025-22226,CISA_KEV,cyber,known_exploited_vulnerability,"VMware ESXi, Workstation, and Fusion Information Disclosure Vulnerability","VMware ESXi, Workstation, and Fusion contain an information disclosure vulnerability due to an out-of-bounds read in HGFS. Successful exploitation allows an attacker with administrative privileges to a virtual machine to leak memory from the vmx process.",2025-03-04,,4,cyber,no,CVE-2025-22226,"VMware,ESXi, Workstation, and Fusion,kev"
CVE-2025-22225,CISA_KEV,cyber,known_exploited_vulnerability,VMware ESXi Arbitrary Write Vulnerability,VMware ESXi contains an arbitrary write vulnerability. Successful exploitation allows an attacker with privileges within the VMX process to trigger an arbitrary kernel write leading to an escape of the sandbox.,2025-03-04,,5,cyber,no,CVE-2025-22225,"VMware,ESXi,kev"
CVE-2025-22224,CISA_KEV,cyber,known_exploited_vulnerability,VMware ESXi and Workstation TOCTOU Race Condition Vulnerability,VMware ESXi and Workstation contain a time-of-check time-of-use (TOCTOU) race condition vulnerability that leads to an out-of-bounds write. Successful exploitation enables an attacker with local administrative privileges on a virtual machine to execute code as the virtual machine's VMX process running on the host.,2025-03-04,,4,cyber,no,CVE-2025-22224,"VMware,ESXi and Workstation,kev"
CVE-2024-50302,CISA_KEV,cyber,known_exploited_vulnerability,Linux Kernel Use of Uninitialized Resource Vulnerability,The Linux kernel contains a use of uninitialized resource vulnerability that allows an attacker to leak kernel memory via a specially crafted HID report.,2025-03-04,,4,cyber,no,CVE-2024-50302,"Linux,Kernel,kev"
CVE-2024-4885,CISA_KEV,cyber,known_exploited_vulnerability,Progress WhatsUp Gold Path Traversal Vulnerability,Progress WhatsUp Gold contains a path traversal vulnerability that allows an unauthenticated attacker to achieve remote code execution.,2025-03-03,,4,cyber,no,CVE-2024-4885,"Progress,WhatsUp Gold,kev"
CVE-2018-8639,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Win32k Improper Resource Shutdown or Release Vulnerability,"Microsoft Windows Win32k contains an improper resource shutdown or release vulnerability that allows for local, authenticated privilege escalation. An attacker who successfully exploited this vulnerability could run arbitrary code in kernel mode.",2025-03-03,,5,cyber,no,CVE-2018-8639,"Microsoft,Windows,kev"
CVE-2022-43769,CISA_KEV,cyber,known_exploited_vulnerability,Hitachi Vantara Pentaho BA Server Special Element Injection Vulnerability,"Hitachi Vantara Pentaho BA Server contains a special element injection vulnerability that allows an attacker to inject Spring templates into properties files, allowing for arbitrary command execution.",2025-03-03,,4,cyber,no,CVE-2022-43769,"Hitachi Vantara,Pentaho Business Analytics (BA) Server,kev"
CVE-2022-43939,CISA_KEV,cyber,known_exploited_vulnerability,Hitachi Vantara Pentaho BA Server Authorization Bypass Vulnerability,Hitachi Vantara Pentaho BA Server contains a use of non-canonical URL paths for authorization decisions vulnerability that enables an attacker to bypass authorization.,2025-03-03,,4,cyber,no,CVE-2022-43939,"Hitachi Vantara,Pentaho Business Analytics (BA) Server,kev"
CVE-2023-20118,CISA_KEV,cyber,known_exploited_vulnerability,Cisco Small Business RV Series Routers Command Injection Vulnerability,"Multiple Cisco Small Business RV Series Routers contains a command injection vulnerability in the web-based management interface. Successful exploitation could allow an authenticated, remote attacker to gain root-level privileges and access unauthorized data.",2025-03-03,,4,cyber,no,CVE-2023-20118,"Cisco,Small Business RV Series Routers,kev"
CVE-2023-34192,CISA_KEV,cyber,known_exploited_vulnerability,Synacor Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS) Vulnerability,Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting (XSS) vulnerability that allows a remote authenticated attacker to execute arbitrary code via a crafted script to the /h/autoSaveDraft function.,2025-02-25,,4,cyber,no,CVE-2023-34192,"Synacor,Zimbra Collaboration Suite (ZCS),kev"
CVE-2024-49035,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Partner Center Improper Access Control Vulnerability,Microsoft Partner Center contains an improper access control vulnerability that allows an attacker to escalate privileges.,2025-02-25,,4,cyber,no,CVE-2024-49035,"Microsoft,Partner Center,kev"
CVE-2024-20953,CISA_KEV,cyber,known_exploited_vulnerability,Oracle Agile Product Lifecycle Management (PLM) Deserialization Vulnerability,Oracle Agile Product Lifecycle Management (PLM) contains a deserialization vulnerability that allows a low-privileged attacker with network access via HTTP to compromise the system.,2025-02-24,,4,cyber,no,CVE-2024-20953,"Oracle,Agile Product Lifecycle Management (PLM),kev"
CVE-2017-3066,CISA_KEV,cyber,known_exploited_vulnerability,Adobe ColdFusion Deserialization Vulnerability,Adobe ColdFusion contains a deserialization vulnerability in the Apache BlazeDS library that allows for arbitrary code execution.,2025-02-24,,4,cyber,no,CVE-2017-3066,"Adobe,ColdFusion,kev"
CVE-2025-24989,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Power Pages Improper Access Control Vulnerability,Microsoft Power Pages contains an improper access control vulnerability that allows an unauthorized attacker to elevate privileges over a network potentially bypassing the user registration control.,2025-02-21,,4,cyber,no,CVE-2025-24989,"Microsoft,Power Pages,kev"
CVE-2025-0111,CISA_KEV,cyber,known_exploited_vulnerability,Palo Alto Networks PAN-OS File Read Vulnerability,Palo Alto Networks PAN-OS contains an external control of file name or path vulnerability. Successful exploitation enables an authenticated attacker with network access to the management web interface to read files on the PAN-OS filesystem that are readable by the “nobody” user.,2025-02-20,,4,cyber,no,CVE-2025-0111,"Palo Alto Networks,PAN-OS,kev"
CVE-2025-23209,CISA_KEV,cyber,known_exploited_vulnerability,Craft CMS Code Injection Vulnerability,"Craft CMS contains a code injection vulnerability caused by improper validation of the database backup path, ultimately enabling remote code execution.",2025-02-20,,4,cyber,no,CVE-2025-23209,"Craft CMS,Craft CMS,kev"
CVE-2025-0108,CISA_KEV,cyber,known_exploited_vulnerability,Palo Alto Networks PAN-OS Authentication Bypass Vulnerability,Palo Alto Networks PAN-OS contains an authentication bypass vulnerability in its management web interface. This vulnerability allows an unauthenticated attacker with network access to the management web interface to bypass the authentication normally required and invoke certain PHP scripts.,2025-02-18,,4,cyber,no,CVE-2025-0108,"Palo Alto Networks,PAN-OS,kev"
CVE-2024-53704,CISA_KEV,cyber,known_exploited_vulnerability,SonicWall SonicOS SSLVPN Improper Authentication Vulnerability,SonicWall SonicOS contains an improper authentication vulnerability in the SSLVPN authentication mechanism that allows a remote attacker to bypass authentication.,2025-02-18,,5,cyber,no,CVE-2024-53704,"SonicWall,SonicOS,kev"
CVE-2024-57727,CISA_KEV,cyber,known_exploited_vulnerability,SimpleHelp Path Traversal Vulnerability,SimpleHelp remote support software contains multiple path traversal vulnerabilities that allow unauthenticated remote attackers to download arbitrary files from the SimpleHelp host via crafted HTTP requests. These files may include server configuration files and hashed user passwords.,2025-02-13,,5,cyber,no,CVE-2024-57727,"SimpleHelp ,SimpleHelp,kev"
CVE-2025-24200,CISA_KEV,cyber,known_exploited_vulnerability,Apple iOS and iPadOS Incorrect Authorization Vulnerability,Apple iOS and iPadOS contains an incorrect authorization vulnerability that allows a physical attacker to disable USB Restricted Mode on a locked device.,2025-02-12,,4,cyber,no,CVE-2025-24200,"Apple,iOS and iPadOS,kev"
CVE-2024-41710,CISA_KEV,cyber,known_exploited_vulnerability,Mitel SIP Phones Argument Injection Vulnerability,"Mitel 6800 Series, 6900 Series, and 6900w Series SIP Phones, including the 6970 Conference Unit, contain an argument injection vulnerability due to insufficient parameter sanitization during the boot process. Successful exploitation may allow an attacker to execute arbitrary commands within the context of the system.",2025-02-12,,4,cyber,no,CVE-2024-41710,"Mitel,SIP Phones,kev"
CVE-2024-40891,CISA_KEV,cyber,known_exploited_vulnerability,Zyxel DSL CPE OS Command Injection Vulnerability,Multiple Zyxel DSL CPE devices contain a post-authentication command injection vulnerability in the management commands that could allow an authenticated attacker to execute OS commands via Telnet.,2025-02-11,,4,cyber,no,CVE-2024-40891,"Zyxel,DSL CPE Devices,kev"
CVE-2024-40890,CISA_KEV,cyber,known_exploited_vulnerability,Zyxel DSL CPE OS Command Injection Vulnerability,Multiple Zyxel DSL CPE devices contain a post-authentication command injection vulnerability in the CGI program that could allow an authenticated attacker to execute OS commands via a crafted HTTP request.,2025-02-11,,4,cyber,no,CVE-2024-40890,"Zyxel,DSL CPE Devices,kev"
CVE-2025-21418,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Ancillary Function Driver for WinSock Heap-Based Buffer Overflow Vulnerability,"Microsoft Windows Ancillary Function Driver for WinSock contains a heap-based buffer overflow vulnerability that allows for privilege escalation, enabling a local attacker to gain SYSTEM privileges.",2025-02-11,,4,cyber,no,CVE-2025-21418,"Microsoft,Windows,kev"
CVE-2025-21391,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Storage Link Following Vulnerability,Microsoft Windows Storage contains a link following vulnerability that could allow for privilege escalation. This vulnerability could allow an attacker to delete data including data that results in the service being unavailable.,2025-02-11,,4,cyber,no,CVE-2025-21391,"Microsoft,Windows,kev"
CVE-2025-0994,CISA_KEV,cyber,known_exploited_vulnerability,Trimble Cityworks Deserialization Vulnerability,Trimble Cityworks contains a deserialization vulnerability. This could allow an authenticated user to perform a remote code execution attack against a customer's Microsoft Internet Information Services (IIS) web server.,2025-02-07,,4,cyber,no,CVE-2025-0994,"Trimble,Cityworks,kev"
CVE-2020-15069,CISA_KEV,cyber,known_exploited_vulnerability,Sophos XG Firewall Buffer Overflow Vulnerability,"Sophos XG Firewall contains a buffer overflow vulnerability that allows for remote code execution via the ""HTTP/S bookmark"" feature.",2025-02-06,,4,cyber,no,CVE-2020-15069,"Sophos,XG Firewall,kev"
CVE-2020-29574,CISA_KEV,cyber,known_exploited_vulnerability,CyberoamOS (CROS) SQL Injection Vulnerability,CyberoamOS (CROS) contains a SQL injection vulnerability in the WebAdmin that allows an unauthenticated attacker to execute arbitrary SQL statements remotely.,2025-02-06,,4,cyber,no,CVE-2020-29574,"Sophos,CyberoamOS,kev"
CVE-2024-21413,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Outlook Improper Input Validation Vulnerability,Microsoft Outlook contains an improper input validation vulnerability that allows for remote code execution. Successful exploitation of this vulnerability would allow an attacker to bypass the Office Protected View and open in editing mode rather than protected mode.,2025-02-06,,4,cyber,no,CVE-2024-21413,"Microsoft,Office Outlook,kev"
CVE-2022-23748,CISA_KEV,cyber,known_exploited_vulnerability,Dante Discovery Process Control Vulnerability,Dante Discovery contains a process control vulnerability in mDNSResponder.exe that all allows for a DLL sideloading attack. A local attacker can leverage this vulnerability in the Dante Application Library to execute arbitrary code.,2025-02-06,,4,cyber,no,CVE-2022-23748,"Audinate,Dante Discovery,kev"
CVE-2025-0411,CISA_KEV,cyber,known_exploited_vulnerability,7-Zip Mark of the Web Bypass Vulnerability,7-Zip contains a protection mechanism failure vulnerability that allows remote attackers to bypass the Mark-of-the-Web security feature to execute arbitrary code in the context of the current user.,2025-02-06,,4,cyber,no,CVE-2025-0411,"7-Zip,7-Zip,kev"
CVE-2024-53104,CISA_KEV,cyber,known_exploited_vulnerability,Linux Kernel Out-of-Bounds Write Vulnerability,Linux kernel contains an out-of-bounds write vulnerability in the uvc_parse_streaming component of the USB Video Class (UVC) driver that could allow for physical escalation of privilege.,2025-02-05,,4,cyber,no,CVE-2024-53104,"Linux,Kernel,kev"
CVE-2018-19410,CISA_KEV,cyber,known_exploited_vulnerability,Paessler PRTG Network Monitor Local File Inclusion Vulnerability,"Paessler PRTG Network Monitor contains a local file inclusion vulnerability that allows a remote, unauthenticated attacker to create users with read-write privileges (including administrator).",2025-02-04,,4,cyber,no,CVE-2018-19410,"Paessler,PRTG Network Monitor,kev"
CVE-2018-9276,CISA_KEV,cyber,known_exploited_vulnerability,Paessler PRTG Network Monitor OS Command Injection Vulnerability,Paessler PRTG Network Monitor contains an OS command injection vulnerability that allows an attacker with administrative privileges to execute commands via the PRTG System Administrator web console.,2025-02-04,,4,cyber,no,CVE-2018-9276,"Paessler,PRTG Network Monitor,kev"
CVE-2024-29059,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft .NET Framework Information Disclosure Vulnerability,"Microsoft .NET Framework contains an information disclosure vulnerability that exposes the ObjRef URI to an attacker, ultimately enabling remote code execution.",2025-02-04,,4,cyber,no,CVE-2024-29059,"Microsoft,.NET Framework,kev"
CVE-2024-45195,CISA_KEV,cyber,known_exploited_vulnerability,Apache OFBiz Forced Browsing Vulnerability,Apache OFBiz contains a forced browsing vulnerability that allows a remote attacker to obtain unauthorized access.,2025-02-04,,4,cyber,no,CVE-2024-45195,"Apache,OFBiz,kev"
CVE-2025-24085,CISA_KEV,cyber,known_exploited_vulnerability,Apple Multiple Products Use-After-Free Vulnerability,"Apple iOS, macOS, and other Apple products contain a user-after-free vulnerability that could allow a malicious application to elevate privileges.",2025-01-29,,4,cyber,no,CVE-2025-24085,"Apple,Multiple Products,kev"
CVE-2025-23006,CISA_KEV,cyber,known_exploited_vulnerability,SonicWall SMA1000 Appliances Deserialization Vulnerability,"SonicWall SMA1000 Appliance Management Console (AMC) and Central Management Console (CMC) contain a deserialization of untrusted data vulnerability, which can enable a remote, unauthenticated attacker to execute arbitrary OS commands.",2025-01-24,,5,cyber,no,CVE-2025-23006,"SonicWall,SMA1000 Appliances,kev"
CVE-2020-11023,CISA_KEV,cyber,known_exploited_vulnerability,JQuery Cross-Site Scripting (XSS) Vulnerability,"JQuery contains a persistent cross-site scripting (XSS) vulnerability. When passing maliciously formed, untrusted input enclosed in HTML tags, JQuery's DOM manipulators can execute untrusted code in the context of the user's browser.",2025-01-23,,4,cyber,no,CVE-2020-11023,"JQuery,JQuery,kev"
CVE-2024-50603,CISA_KEV,cyber,known_exploited_vulnerability,Aviatrix Controllers OS Command Injection Vulnerability,"Aviatrix Controllers contain an OS command injection vulnerability that could allow an unauthenticated attacker to execute arbitrary code. Shell metacharacters can be sent to /v1/api in cloud_type for list_flightpath_destination_instances, or src_cloud_type for flightpath_connection_test.",2025-01-16,,4,cyber,no,CVE-2024-50603,"Aviatrix,Controllers,kev"
CVE-2025-21335,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP Use-After-Free Vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a use-after-free vulnerability that allows a local attacker to gain SYSTEM privileges.,2025-01-14,,4,cyber,no,CVE-2025-21335,"Microsoft,Windows,kev"
CVE-2025-21334,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP Use-After-Free Vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a use-after-free vulnerability that allows a local attacker to gain SYSTEM privileges.,2025-01-14,,4,cyber,no,CVE-2025-21334,"Microsoft,Windows,kev"
CVE-2025-21333,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP Heap-based Buffer Overflow Vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a heap-based buffer overflow vulnerability that allows a local attacker to gain SYSTEM privileges.,2025-01-14,,4,cyber,no,CVE-2025-21333,"Microsoft,Windows,kev"
CVE-2024-55591,CISA_KEV,cyber,known_exploited_vulnerability,Fortinet FortiOS and FortiProxy Authentication Bypass Vulnerability,"Fortinet FortiOS and FortiProxy contain an authentication bypass vulnerability that may allow an unauthenticated, remote attacker to gain super-admin privileges via crafted requests to Node.js websocket module.",2025-01-14,,5,cyber,no,CVE-2024-55591,"Fortinet,FortiOS and FortiProxy,kev"
CVE-2023-48365,CISA_KEV,cyber,known_exploited_vulnerability,Qlik Sense HTTP Tunneling Vulnerability,Qlik Sense contains an HTTP tunneling vulnerability that allows an attacker to escalate privileges and execute HTTP requests on the backend server hosting the software.,2025-01-13,,5,cyber,no,CVE-2023-48365,"Qlik,Sense,kev"
CVE-2024-12686,CISA_KEV,cyber,known_exploited_vulnerability,BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) OS Command Injection Vulnerability,BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) contain an OS command injection vulnerability that can be exploited by an attacker with existing administrative privileges to upload a malicious file. Successful exploitation of this vulnerability can allow a remote attacker to execute underlying operating system commands within the context of the site user.,2025-01-13,,4,cyber,no,CVE-2024-12686,"BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS),kev"
CVE-2025-0282,CISA_KEV,cyber,known_exploited_vulnerability,"Ivanti Connect Secure, Policy Secure, and ZTA Gateways Stack-Based Buffer Overflow Vulnerability","Ivanti Connect Secure, Policy Secure, and ZTA Gateways contain a stack-based buffer overflow which can lead to unauthenticated remote code execution.",2025-01-08,,5,cyber,no,CVE-2025-0282,"Ivanti,Connect Secure, Policy Secure, and ZTA Gateways,kev"
CVE-2020-2883,CISA_KEV,cyber,known_exploited_vulnerability,Oracle WebLogic Server Unspecified Vulnerability,"Oracle WebLogic Server, a product within the Fusion Middleware suite, contains an unspecified vulnerability exploitable by an unauthenticated attacker with network access via IIOP or T3.",2025-01-07,,4,cyber,no,CVE-2020-2883,"Oracle,WebLogic Server,kev"
CVE-2024-55550,CISA_KEV,cyber,known_exploited_vulnerability,Mitel MiCollab Path Traversal Vulnerability,"Mitel MiCollab contains a path traversal vulnerability that could allow an authenticated attacker with administrative privileges to read local files within the system due to insufficient input sanitization. This vulnerability can be chained with CVE-2024-41713, which allows an unauthenticated, remote attacker to read arbitrary files on the server.",2025-01-07,,5,cyber,no,CVE-2024-55550,"Mitel,MiCollab,kev"
CVE-2024-41713,CISA_KEV,cyber,known_exploited_vulnerability,Mitel MiCollab Path Traversal Vulnerability,"Mitel MiCollab contains a path traversal vulnerability that could allow an attacker to gain unauthorized and unauthenticated access. This vulnerability can be chained with CVE-2024-55550, which allows an unauthenticated, remote attacker to read arbitrary files on the server.",2025-01-07,,5,cyber,no,CVE-2024-41713,"Mitel,MiCollab,kev"
CVE-2024-3393,CISA_KEV,cyber,known_exploited_vulnerability,Palo Alto Networks PAN-OS Malicious DNS Packet Vulnerability,"Palo Alto Networks PAN-OS contains a vulnerability in parsing and logging malicious DNS packets in the DNS Security feature that, when exploited, allows an unauthenticated attacker to remotely reboot the firewall. Repeated attempts to trigger this condition will cause the firewall to enter maintenance mode.",2024-12-30,,4,cyber,no,CVE-2024-3393,"Palo Alto Networks,PAN-OS,kev"
CVE-2021-44207,CISA_KEV,cyber,known_exploited_vulnerability,Acclaim Systems USAHERDS Use of Hard-Coded Credentials Vulnerability ,Acclaim Systems USAHERDS contains a hard-coded credentials vulnerability that could allow an attacker to achieve remote code execution on the system that runs the application. The MachineKey must be obtained via a separate vulnerability or other channel.,2024-12-23,,4,cyber,no,CVE-2021-44207,"Acclaim Systems,USAHERDS,kev"
CVE-2024-12356,CISA_KEV,cyber,known_exploited_vulnerability,BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) Command Injection Vulnerability ,"BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) contain a command injection vulnerability, which can allow an unauthenticated attacker to inject commands that are run as a site user. ",2024-12-19,,4,cyber,no,CVE-2024-12356,"BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS) ,kev"
CVE-2021-40407,CISA_KEV,cyber,known_exploited_vulnerability,Reolink RLC-410W IP Camera OS Command Injection Vulnerability ,Reolink RLC-410W IP cameras contain an authenticated OS command injection vulnerability in the device network settings functionality.,2024-12-18,,4,cyber,no,CVE-2021-40407,"Reolink,RLC-410W IP Camera,kev"
CVE-2019-11001,CISA_KEV,cyber,known_exploited_vulnerability,Reolink Multiple IP Cameras OS Command Injection Vulnerability,"Reolink RLC-410W, C1 Pro, C2 Pro, RLC-422W, and RLC-511W IP cameras contain an authenticated OS command injection vulnerability. This vulnerability allows an authenticated admin to use the ""TestEmail"" functionality to inject and run OS commands as root.",2024-12-18,,4,cyber,no,CVE-2019-11001,"Reolink,Multiple IP Cameras,kev"
CVE-2022-23227,CISA_KEV,cyber,known_exploited_vulnerability,NUUO NVRmini2 Devices Missing Authentication Vulnerability ,"NUUO NVRmini2 devices contain a missing authentication vulnerability that allows an unauthenticated attacker to upload an encrypted TAR archive, which can be abused to add arbitrary users. ",2024-12-18,,4,cyber,no,CVE-2022-23227,"NUUO,NVRmini2 Devices,kev"
CVE-2018-14933,CISA_KEV,cyber,known_exploited_vulnerability,NUUO NVRmini Devices OS Command Injection Vulnerability ,NUUO NVRmini devices contain an OS command injection vulnerability. This vulnerability allows remote command execution via shell metacharacters in the uploaddir parameter for a writeuploaddir command.,2024-12-18,,4,cyber,no,CVE-2018-14933,"NUUO,NVRmini Devices,kev"
CVE-2024-55956,CISA_KEV,cyber,known_exploited_vulnerability,Cleo Multiple Products Unauthenticated File Upload Vulnerability,"Cleo Harmony, VLTrader, and LexiCom, which are managed file transfer products, contain an unrestricted file upload vulnerability that could allow an unauthenticated user to import and execute arbitrary bash or PowerShell commands on the host system by leveraging the default settings of the Autorun directory.",2024-12-17,,5,cyber,no,CVE-2024-55956,"Cleo,Multiple Products,kev"
CVE-2024-35250,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Kernel-Mode Driver Untrusted Pointer Dereference Vulnerability ,Microsoft Windows Kernel-Mode Driver contains an untrusted pointer dereference vulnerability that allows a local attacker to escalate privileges.,2024-12-16,,4,cyber,no,CVE-2024-35250,"Microsoft,Windows,kev"
CVE-2024-20767,CISA_KEV,cyber,known_exploited_vulnerability,Adobe ColdFusion Improper Access Control Vulnerability,Adobe ColdFusion contains an improper access control vulnerability that could allow an attacker to access or modify restricted files via an internet-exposed admin panel.,2024-12-16,,4,cyber,no,CVE-2024-20767,"Adobe,ColdFusion,kev"
CVE-2024-50623,CISA_KEV,cyber,known_exploited_vulnerability,Cleo Multiple Products Unrestricted File Upload Vulnerability,"Cleo Harmony, VLTrader, and LexiCom, which are managed file transfer products, contain an unrestricted file upload and download vulnerability that can lead to remote code execution with elevated privileges.",2024-12-13,,5,cyber,no,CVE-2024-50623,"Cleo,Multiple Products,kev"
CVE-2024-49138,CISA_KEV,cyber,known_exploited_vulnerability,Microsoft Windows Common Log File System (CLFS) Driver Heap-Based Buffer Overflow Vulnerability,Microsoft Windows Common Log File System (CLFS) driver contains a heap-based buffer overflow vulnerability that allows a local attacker to escalate privileges.,2024-12-10,,4,cyber,no,CVE-2024-49138,"Microsoft,Windows,kev"
CVE-2024-51378,CISA_KEV,cyber,known_exploited_vulnerability,CyberPanel Incorrect Default Permissions Vulnerability,CyberPanel contains an incorrect default permissions vulnerability that allows for authentication bypass and the execution of arbitrary commands using shell metacharacters in the statusfile property.,2024-12-04,,5,cyber,no,CVE-2024-51378,"CyberPersons,CyberPanel,kev"
CVE-2024-11667,CISA_KEV,cyber,known_exploited_vulnerability,Zyxel Multiple Firewalls Path Traversal Vulnerability,Multiple Zyxel firewalls contain a path traversal vulnerability in the web management interface that could allow an attacker to download or upload files via a crafted URL.,2024-12-03,,5,cyber,no,CVE-2024-11667,"Zyxel,Multiple Firewalls,kev"
CVE-2024-11680,CISA_KEV,cyber,known_exploited_vulnerability,ProjectSend Improper Authentication Vulnerability,"ProjectSend contains an improper authentication vulnerability that allows a remote, unauthenticated attacker to enable unauthorized modification of the application's configuration via crafted HTTP requests to options.php. Successful exploitation allows attackers to create accounts, upload webshells, and embed malicious JavaScript.",2024-12-03,,4,cyber,no,CVE-2024-11680,"ProjectSend,ProjectSend,kev"
